Country,Subject Descriptor,Units,Scale,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Estimates Start After,
Ukraine,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"8,035.870","7,079.341","5,619.826","5,079.862","4,699.376","4,676.574","4,679.427","4,777.596","5,222.077","5,860.453","6,321.708","7,115.620","8,228.418","8,815.275","9,837.406","10,997.156","11,512.654","9,873.363","10,445.159","11,279.174","11,537.065","11,763.162","11,834.095","10,819.353","11,235.198","11,761.234","12,795.435","14,482.520","15,840.806","18,207.621","16,508.208","18,269.595","19,603.124",2020,
United Arab Emirates,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"64,395.473","69,914.159","64,775.955","61,670.487","61,645.386","58,846.561","46,444.856","48,115.409","40,647.079","47,046.864","60,830.960","61,473.217","62,158.208","61,593.025","63,138.357","63,574.805","67,340.514","70,421.325","65,399.311","64,346.612","74,850.186","73,391.491","72,196.746","75,544.597","80,251.243","79,485.934","73,731.065","62,979.286","51,024.917","47,898.168","50,646.046","54,054.230","55,194.613","58,053.280","60,563.412","64,250.663","67,100.793","67,450.491","74,909.869","76,416.109","66,188.035","67,523.155","72,296.679","74,713.617","77,251.442",2023,
United Kingdom,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"9,383.598","10,195.708","11,051.619","11,957.521","12,643.321","13,541.412","14,210.678","15,319.750","16,679.824","17,700.247","18,413.659","18,703.393","19,127.961","19,978.979","21,047.371","21,939.610","22,863.383","24,340.221","25,381.252","26,433.151","28,108.789","29,367.943","30,230.490","31,654.589","33,130.818","34,834.455","36,513.365","38,178.204","38,499.787","36,688.030","37,661.401","38,553.511","39,601.136","40,743.604","42,452.372","43,453.689","44,343.180","46,061.349","47,107.713","49,940.539","47,987.784","52,673.088","58,712.389","60,735.429","62,573.612",2020,
United States,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"12,552.943","13,948.701","14,404.994","15,513.679","17,086.441","18,199.320","19,034.766","20,000.968","21,375.999","22,814.077","23,847.977","24,302.776","25,392.931","26,364.192","27,674.021","28,671.480","29,946.973","31,440.087","32,833.666","34,496.241","36,312.782","37,101.453","37,945.761","39,405.354","41,641.617","44,034.256","46,216.853","47,943.353","48,470.553","47,102.428","48,586.288","50,008.108","51,736.738","53,363.904","55,263.817","57,006.926","58,179.697","60,292.978","63,165.278","65,561.320","64,461.618","71,257.958","77,979.858","82,715.100","86,601.280",2023,
Uruguay,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"4,808.529","5,326.817","5,091.814","4,949.646","5,021.422","5,162.854","5,630.013","6,076.370","6,284.695","6,566.758","6,795.225","7,231.601","7,935.446","8,289.669","8,998.024","8,997.441","9,613.524","10,198.946","10,694.519","10,560.529","10,548.500","10,364.157","9,725.377","10,022.028","10,796.754","11,926.988","12,777.178","13,978.529","15,250.887","15,924.969","17,281.042","18,461.485","19,392.000","20,554.544","21,505.257","21,701.337","22,193.450","22,898.651","23,611.196","24,893.528","24,814.452","28,225.499","31,555.332","32,703.997","34,440.195",2022,
Uzbekistan,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,182.161","2,133.282","2,025.687","2,012.749","2,044.729","2,120.616","2,203.063","2,296.942","2,447.723","2,573.754","2,685.540","2,818.553","3,074.725","3,352.191","3,673.597","4,077.169","4,461.392","4,771.227","5,085.358","5,365.851","5,768.397","6,202.690","6,634.075","7,056.407","7,413.922","7,744.670","8,058.262","8,469.366","8,372.248","9,163.298","10,195.541","10,992.112","11,596.421",2023,
Vanuatu,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,944.077,"1,042.358","1,091.980","1,141.062","1,255.608","1,259.820","1,246.346","1,222.673","1,210.014","1,267.999","1,449.465","1,514.941","1,558.546","1,576.520","1,678.871","1,687.423","1,713.770","1,782.519","1,777.534","1,763.515","1,867.620","1,803.560","1,697.570","1,764.005","1,841.320","1,954.846","2,136.489","2,206.720","2,321.810","2,356.171","2,357.332","2,425.718","2,439.723","2,436.705","2,499.427","2,474.944","2,578.543","2,727.789","2,806.656","2,879.233","2,679.955","2,667.364","2,815.722","2,882.803","2,878.134",2020,
Venezuela,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"7,947.685","8,332.368","8,819.177","8,034.492","8,520.131","8,625.214","9,222.009","9,661.757","10,393.414","9,075.794","9,700.557","10,745.459","11,388.368","11,427.619","11,146.894","11,575.821","11,516.704","12,210.037","12,140.770","11,350.440","11,640.053","12,103.331","11,021.090","10,201.204","12,195.554","13,659.605","15,232.895","16,756.514","17,710.636","16,993.128","16,695.002","17,493.729","18,551.879","18,850.906","18,176.005","16,970.969","14,169.523","12,271.362","10,622.181","8,114.806","5,728.730","6,130.160","7,268.848","7,943.251","8,403.841",2010,
Vietnam,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,580.243,658.233,741.262,809.567,892.146,953.517,985.401,"1,012.621","1,080.975","1,187.170","1,241.276","1,333.055","1,455.904","1,583.180","1,730.507","1,903.867","2,086.155","2,259.592","2,379.903","2,491.143","2,684.087","2,894.591","3,106.582","3,368.774","3,694.651","4,060.464","4,436.226","4,835.432","5,157.883","5,416.516","5,776.431","6,281.367","6,678.394","7,093.364","7,598.336","8,116.622","8,649.319","9,317.097","10,176.123","11,108.123","11,668.385","12,101.363","13,882.599","14,981.697","16,193.268",2023,
West Bank and Gaza,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,523.942","2,575.443","2,505.516","2,762.538","3,095.604","3,295.333","2,989.704","2,697.174","2,332.552","2,638.916","3,213.911","3,583.044","3,551.574","3,676.869","3,919.051","4,171.454","4,353.602","4,750.391","5,010.406","5,210.178","5,171.468","5,292.605","5,688.932","5,747.277","5,850.954","6,127.388","5,608.467","5,333.288","5,805.230","5,561.553",n/a,2023,
Yemen,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"1,844.576","1,950.837","2,078.345","2,130.533","2,236.809","2,326.604","2,398.417","2,492.816","2,595.445","2,655.074","2,802.584","2,893.504","2,973.178","3,063.333","3,184.979","3,377.201","3,488.562","3,591.461","3,681.822","3,734.902","3,953.451","3,420.688","3,305.730","3,486.989","3,441.784","2,432.687","2,167.421","2,040.665","2,050.514","2,076.818","1,879.653","1,903.267","2,027.226","2,012.953","1,996.036",2022,
Zambia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"1,247.860","1,410.108","1,408.420","1,402.802","1,385.843","1,404.813","1,414.976","1,428.853","1,569.036","1,524.187","1,524.162","1,518.705","1,539.303","1,530.193","1,314.830","1,347.903","1,422.252","1,463.947","1,437.043","1,485.707","1,535.502","1,604.748","1,651.851","1,746.650","1,859.681","1,989.758","2,138.046","2,296.795","2,434.520","2,581.955","2,783.400","2,899.324","3,074.490","3,179.235","3,278.362","3,298.422","3,348.456","3,419.715","3,468.844","3,385.798","3,179.265","3,526.507","3,868.085","4,110.186","4,190.267",2022,
Zimbabwe,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,812.986","2,828.804","2,777.836","2,834.765","2,664.110","2,274.309","2,172.226","2,056.724","2,014.110","1,993.349","1,688.888","1,808.571","2,176.304","2,512.216","2,847.536","2,874.793","2,919.430","2,937.466","2,926.183","3,070.167","2,838.724","3,251.507","3,499.647","4,182.605","4,660.594","4,965.194","5,070.606",2017,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"International Monetary Fund, World Economic Outlook Database, October 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
